[Mon Feb 10 03:32:08 2025], step 0: train loss, -nan, (took 11015.543266 ms)
[Mon Feb 10 07:18:02 2025], step 959: train loss, inf, (took 11183.733607 ms)
[Mon Feb 10 07:18:29 2025], step 960: train loss, inf, (took 11267.851875 ms)
[Mon Feb 10 07:18:40 2025], step 961: train loss, inf, (took 11172.004006 ms)
[Mon Feb 10 07:18:52 2025], step 962: train loss, inf, (took 11117.041081 ms)
[Mon Feb 10 07:19:04 2025], step 963: train loss, inf, (took 11235.519196 ms)
[Mon Feb 10 07:19:15 2025], step 964: train loss, inf, (took 11256.475984 ms)
[Mon Feb 10 07:19:27 2025], step 965: train loss, inf, (took 11244.704215 ms)
[Mon Feb 10 07:19:38 2025], step 966: train loss, inf, (took 11308.649615 ms)
[Mon Feb 10 07:19:50 2025], step 967: train loss, inf, (took 11278.114561 ms)
[Mon Feb 10 07:20:02 2025], step 968: train loss, inf, (took 11191.073000 ms)
[Mon Feb 10 07:20:13 2025], step 969: train loss, inf, (took 11160.690492 ms)
[Mon Feb 10 07:20:39 2025], step 970: train loss, inf, (took 11215.114379 ms)
[Mon Feb 10 07:20:51 2025], step 971: train loss, inf, (took 11168.855643 ms)
[Mon Feb 10 07:21:02 2025], step 972: train loss, inf, (took 11204.712547 ms)
[Mon Feb 10 07:21:14 2025], step 973: train loss, inf, (took 11259.574434 ms)
[Mon Feb 10 07:21:25 2025], step 974: train loss, inf, (took 11142.551156 ms)
[Mon Feb 10 07:21:38 2025], step 975: train loss, inf, (took 11558.100650 ms)
[Mon Feb 10 07:21:49 2025], step 976: train loss, inf, (took 11344.998130 ms)
[Mon Feb 10 07:22:00 2025], step 977: train loss, inf, (took 11168.289362 ms)
[Mon Feb 10 07:22:12 2025], step 978: train loss, inf, (took 11242.339743 ms)
[Mon Feb 10 07:22:23 2025], step 979: train loss, inf, (took 11284.801569 ms)
[Mon Feb 10 07:22:50 2025], step 980: train loss, inf, (took 11319.243161 ms)
[Mon Feb 10 07:23:01 2025], step 981: train loss, inf, (took 11171.211450 ms)
[Mon Feb 10 07:23:13 2025], step 982: train loss, inf, (took 11195.730737 ms)
[Mon Feb 10 07:23:25 2025], step 983: train loss, inf, (took 11288.990709 ms)
[Mon Feb 10 07:23:36 2025], step 984: train loss, inf, (took 11121.640267 ms)
[Mon Feb 10 07:23:47 2025], step 985: train loss, inf, (took 11243.772767 ms)
[Mon Feb 10 07:23:59 2025], step 986: train loss, inf, (took 11243.319609 ms)
[Mon Feb 10 07:24:10 2025], step 987: train loss, inf, (took 11111.109708 ms)
[Mon Feb 10 07:24:22 2025], step 988: train loss, inf, (took 11306.912252 ms)
[Mon Feb 10 07:24:34 2025], step 989: train loss, inf, (took 11735.761479 ms)
[Mon Feb 10 07:25:01 2025], step 990: train loss, inf, (took 11447.669706 ms)
[Mon Feb 10 07:25:13 2025], step 991: train loss, inf, (took 11514.263757 ms)
[Mon Feb 10 07:25:26 2025], step 992: train loss, inf, (took 13566.955869 ms)
[Mon Feb 10 07:25:39 2025], step 993: train loss, inf, (took 12433.885569 ms)
[Mon Feb 10 07:25:52 2025], step 994: train loss, inf, (took 12347.181215 ms)
[Mon Feb 10 07:26:05 2025], step 995: train loss, inf, (took 11924.429783 ms)
[Mon Feb 10 07:26:16 2025], step 996: train loss, inf, (took 11725.165832 ms)
[Mon Feb 10 07:26:28 2025], step 997: train loss, inf, (took 11789.070383 ms)
[Mon Feb 10 07:26:41 2025], step 998: train loss, inf, (took 11854.780601 ms)
[Mon Feb 10 07:26:53 2025], step 999: train loss, inf, (took 11761.982590 ms)
[Mon Feb 10 07:30:33 2025], step 1000: train loss, inf, (took 11280.451475 ms)
